drug_name,ndc,form,strength,mfg,acq,awp,dispensed,p_update,rxCUI,epc_class,drug_class
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,10-22-24,08-29-24,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00054-4550-15,TABS,2.5MG,HIKMA,2.99,145.8,04-28-22,06-11-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,0:00:00,09-13-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,10-05-23,12-17-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,0:00:00,09-13-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00378-0014-01,TABS,2.5MG,MYLAN,46.77,623.7,0:00:00,01-26-22,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
LEFLUNOMIDE  TAB 20MG,70748-0130-06,TABS,20MG,LUPIN PHAR,4.03,492.71,0:00:00,01-26-22,205285,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00378-0014-01,TABS,2.5MG,MYLAN,46.77,623.7,0:00:00,01-26-22,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00378-0014-01,TABS,2.5MG,MYLAN,46.77,623.7,0:00:00,01-26-22,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00378-0014-01,TABS,2.5MG,MYLAN,46.77,623.7,0:00:00,01-26-22,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,16571-0687-50,TABS,200MG,RISING,53.5,2180,0:00:00,01-26-22,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,16571-0687-50,TABS,200MG,RISING,53.5,2180,0:00:00,01-26-22,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,16571-0687-50,TABS,200MG,RISING,53.5,2180,0:00:00,01-26-22,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,0:00:00,09-13-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
VITREXATE FE TAB,59088-0168-54,TABS,,PURE TEK,525,2250,0:00:00,03-26-21,2467088,IRON SUPPLEMENT (TABS),Oral Iron Supplement (TAB)
ERGOT/CAFFEN TAB 1-100MG,24470-0917-10,TABS,1-100MG,CINTEX,395,1387.78,11-08-24,08-29-24,1293504,MIGRAINE TREATMENT (TABS),Oral Migraine Treatment (TAB)
XVITE        TAB,69067-0040-30,TABS,,FOXLAND,0,1956,0:00:00,08-17-21,348025,MULTIVITAMIN (TABS),Oral Multivitamin (TAB)
METAXALONE   TAB 400MG,69336-0130-01,TABS,400MG,STERLING K,0,987.25,0:00:00,08-17-21,197935,MUSCLE RELAXANT (TABS),Oral Muscle Relaxant (TAB)
CHLORZOXAZON TAB 375MG,51862-0338-01,TABS,375MG,MAYNE PHAR,186,893.15,0:00:00,05-27-21,1088934,MUSCLE RELAXANT (TABS),Oral Muscle Relaxant (TAB)
METAXALONE   TAB 800MG,00591-2341-01,TABS,800MG,ACTAVIS PH,27.55,1003.29,0:00:00,06-01-21,351254,MUSCLE RELAXANT (TABS),Oral Muscle Relaxant (TAB)
CHLORZOXAZON TAB 250MG,69499-0330-60,TABS,250MG,,420,1493,0:00:00,03-22-21,197501,MUSCLE RELAXANT (TABS),Oral Muscle Relaxant (TAB)
CYCLOBENZAPR TAB 7.5MG,71800-0003-01,TABS,7.5MG,INNOVIDA P,375,6268.5,0:00:00,03-22-21,828299,MUSCLE RELAXANT (TABS),Oral Muscle Relaxant (TAB)
KETOPROFEN   CAP 25MG,69336-0127-10,CAPS,25MG,STERLING K,550,1495.5,0:00:00,05-27-21,197854,Oral Medication,Oral NSAID (CAP)
FENOPROFEN   CAP 200MG,69336-0124-10,CAPS,200MG,STERLING K,800,2185.25,0:00:00,05-27-21,197694,Oral Medication,Oral NSAID (CAP)
NAPROX-ESOM  TAB 500-20MG,00378-4386-91,TBEC,500-20MG,MYLAN,289,2680.78,0:00:00,12-09-22,994008,Oral Medication,Oral NSAID (TAB)
NAPROX-ESOM  TAB 500-20MG,70748-0216-07,TBEC,500-20MG,LUPIN PHAR,594.97,2680.78,0:00:00,03-26-21,994008,Oral Medication,Oral NSAID (TAB)
NAPROX-ESOM  TAB 500-20MG,00378-4386-91,TBEC,500-20MG,MYLAN,289,2680.78,0:00:00,12-09-22,994008,Oral Medication,Oral NSAID (TAB)
NAPROX-ESOM  TAB 375-20MG,70748-0215-07,TBEC,375-20MG,LUPIN PHAR,432.41,2680.78,0:00:00,01-26-22,994005,Oral Medication,Oral NSAID (TAB)
NAPROX-ESOM  TAB 500-20MG,70748-0216-07,TBEC,500-20MG,LUPIN PHAR,594.97,2680.78,0:00:00,03-26-21,994008,Oral Medication,Oral NSAID (TAB)
KETOROLAC    TAB 10MG,00378-1134-01,TABS,10MG,MYLAN,39.75,226.5,0:00:00,01-26-22,834022,NSAID (TABS),Oral NSAID (TAB)
IBU/FAMOT    TAB 800-26.6,67877-0626-90,TABS,800-26.6,ASCENDLABS,98.99,998,0:00:00,01-13-23,1100066,NSAID (TABS),Oral NSAID (TAB)
PREGABALIN   CAP 150MG,31722-0614-90,CAPS,150MG,CAMBER PHA,5.25,800.6,0:00:00,11-05-24,483440,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENTIN CAPS 400MG,31722-0150-01,CAPS,400MG,CAMBER PHA,0,160.29,10-09-24,10-09-24,310432,Oral Medication,Oral Neuropathic Pain (CAP)
PREGABALIN   CAP 100MG,50228-0353-90,CAPS,100MG,SCIEGEN PH,6.99,758.47,0:00:00,09-13-24,483438,Oral Medication,Oral Neuropathic Pain (CAP)
PREGABALIN   CAP 150MG,31722-0614-90,CAPS,150MG,CAMBER PHA,5.25,800.6,0:00:00,11-05-24,483440,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENTIN CAPS 400MG,31722-0150-01,CAPS,400MG,CAMBER PHA,0,160.29,10-09-24,10-09-24,310432,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENTIN CAPS 400MG,65162-0103-10,CAPS,400MG,AMNEAL,0,159.71,0:00:00,10-09-24,310432,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENTIN  CAP 400MG,70010-0928-01,CAPS,400MG,GRANULES,0,123.18,0:00:00,10-09-24,310432,Oral Medication,Oral Neuropathic Pain (CAP)
PREGABALIN   CAP 150MG,67877-0466-05,CAPS,150MG,ASCENDLABS,36.99,3979.44,0:00:00,11-05-24,483440,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENTIN CAPS 400MG,65162-0103-10,CAPS,400MG,AMNEAL,0,159.71,0:00:00,10-09-24,310432,Oral Medication,Oral Neuropathic Pain (CAP)
PREGABALIN   CAP 150MG,67877-0466-05,CAPS,150MG,ASCENDLABS,36.99,3979.44,0:00:00,11-05-24,483440,Oral Medication,Oral Neuropathic Pain (CAP)
GABAPENT DLY TAB 300MG,31722-0091-90,TABS,300MG,CAMBER PHA,93.55,1034.33,0:00:00,11-05-24,1806380,NEUROPATHIC PAIN (GABAPENT DLY) (TABS),Oral Neuropathic Pain (Gabapent Dly) (TAB)
GABAPENTIN   CAP 300MG,50228-0180-10,CAPS,300MG,SCIEGEN PH,24.91,1332,0:00:00,09-13-24,310431,Oral Medication,Oral Neuropathic Pain (Gabapentin) (CAP)
GABAPENTIN   CAP 300MG,50228-0180-10,CAPS,300MG,SCIEGEN PH,24.91,1332,0:00:00,09-13-24,310431,Oral Medication,Oral Neuropathic Pain (Gabapentin) (CAP)
GABAPENTIN   CAP 300MG,23155-0867-10,CAPS,300MG,AVET PHARM,18.99,1330.7,0:00:00,09-13-24,310431,Oral Medication,Oral Neuropathic Pain (Gabapentin) (CAP)
GABAPENTIN   CAP 300MG,23155-0867-10,CAPS,300MG,AVET PHARM,18.99,1330.7,0:00:00,09-13-24,310431,Oral Medication,Oral Neuropathic Pain (Gabapentin) (CAP)
PRODIGEN     CAP,69336-0402-30,CAPS,,STERLING K,515,1380,04-01-21,04-01-21,2043695,Oral Medication,Oral Other (CAP)
PROMEROL     CAP,59088-0174-57,CAPS,,PURE TEK,900,3920,0:00:00,03-26-21,2472550,Oral Medication,Oral Other (CAP)
PROBITROL    CAP,59088-0175-54,CAPS,,PURE TEK,500,2180,0:00:00,03-26-21,2472549,Oral Medication,Oral Other (CAP)
PROBINATE    CAP,59088-0194-54,CAPS,,PURE TEK,550,1850,0:00:00,09-15-21,2675198,Oral Medication,Oral Other (CAP)
SILDENAFIL   TAB 100MG,65862-0691-30,TABS,100MG,AUROBINDO,4,1993.92,0:00:00,04-06-21,314229,OTHER (TABS),Oral Other (TAB)
PROFOLA      TAB,71741-0141-30,TABS,,REDMONT,500,1930,0:00:00,09-10-21,1538052,OTHER (TABS),Oral Other (TAB)
THEREMS      TAB MULTIVIT,80681-0003-00,TABS,MULTIVIT,RUGBY LABS,0,5.59,0:00:00,03-09-23,331550,OTHER (TABS),Oral Other (TAB)
VITREXYL     TAB,59088-0164-54,TABS,,PURE TEK,0,2100,03-29-21,03-04-21,2395510,OTHER (TABS),Oral Other (TAB)
VITRAMYN     TAB,59088-0193-54,TABS,,PURE TEK,550,2250,0:00:00,09-15-21,379823,OTHER (TABS),Oral Other (TAB)
TADALAFIL    TAB 10MG,16729-0371-10,TABS,10MG,ACCORD HEA,2,2164.08,0:00:00,04-06-21,484814,OTHER (TABS),Oral Other (TAB)
DERMACINRX   TAB PRETRATE,59088-0178-54,TABS,PRETRATE,PURE TEK,0,2100,0:00:00,09-18-23,2475999,OTHER (TABS),Oral Other (TAB)
ventrixyl,59088-0186-54,TAB,,PURE TEK,550,2250,10-11-21,06-07-21,2562677,Oral Medication,Oral Other (TAB)
VITRANOL     TAB,59088-0171-54,TABS,,PURE TEK,0,2250,0:00:00,11-01-21,2675198,OTHER (TABS),Oral Other (TAB)
FOLDITAM     TAB,59088-0185-54,TABS,,PURE TEK,700,2130,0:00:00,09-15-21,2569088,PAIN RELIEF (FOLDITAM) (TABS),Oral Pain Relief (Folditam) (TAB)
ORPH/ASA/CAF TAB,74157-0999-60,TABS,,INA PHARMA,259,1690,0:00:00,02-23-22,994535,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
ORPHENGESIC  TAB FORTE,61825-0302-60,TABS,FORTE,   ,445,2340,0:00:00,03-26-21,994539,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
ORPH/ASA/CAF TAB,74157-0999-60,TABS,,INA PHARMA,259,1690,0:00:00,02-23-22,994535,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
ORPH/ASA/CAF TAB,71993-0304-60,TABS,,ATLAND PHA,0,1333.2,0:00:00,11-23-24,994528,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
ORPH/ASA/CAF TAB,71993-0304-60,TABS,,ATLAND PHA,0,1333.2,0:00:00,11-23-24,994528,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
NORGESIC     TAB FORTE,50991-0999-60,TABS,FORTE,POLY ,575,2340,0:00:00,08-18-21,994537,PAIN RELIEF (TABS),Oral Pain Relief (TAB)
ISOTRETINOIN CAP 20MG,00832-8302-30,CAPS,20MG,UPSH-SMITH,0,729.4,11-18-24,10-11-24,197844,Oral Retinoid,Oral Retinoid (CAP)
AMNESTEEM    CAP 10MG,00378-6611-93,CAPS,10MG,MYLAN,38.02,540.65,04-29-24,04-25-24,404058,Oral Retinoid,Oral Retinoid (CAP)
ABSORICA     CAP 30MG,10631-0117-31,CAPS,30MG,RANBAXY,1182,1441.33,0:00:00,04-14-21,1300014,Oral Retinoid,Oral Retinoid (CAP)
ZENATANE 20MG CAP,55111-0136-81,CAPS,20MG,DR.REDDY'S,37,641.12,11-21-23,08-18-23,1373335,Oral Retinoid,Oral Retinoid (CAP)
ZENATANE 30MG CAP,55111-0113-81,CAPS,30MG,DR.REDDY'S,47.49,744.86,11-21-24,08-16-23,1605088,Oral Retinoid,Oral Retinoid (CAP)
Zenatane 10mg capsule,55111-0135-81,CAPS,10mg,DR.REDDY'S,39,540.65,09-20-24,05-27-23,1373333,Oral Retinoid,Oral Retinoid (CAP)
ISOTRETINOIN CAP 10MG,69238-1174-03,CAPS,10MG,AMNEAL,36,615.08,11-21-24,08-29-24,197843,Oral Retinoid,Oral Retinoid (CAP)
ISOTRETINOIN CAP 20MG,69238-1175-03,CAPS,20MG,AMNEAL,45.95,729.4,11-19-24,08-29-24,197844,Oral Retinoid,Oral Retinoid (CAP)
IVERMECTIN   TAB 3MG,42799-0806-01,TABS,3MG,EDENBRIDGE,68,99.38,11-20-24,07-27-23,311207,SCABIES (TABS),Oral Scabies (TAB)
CELECOXIB    CAP 200MG,42806-0722-05,CAPS,200MG,EPIC PHARM,18.95,3790.68,0:00:00,01-26-22,205323,Oral Medication,Oral Steroid (CAP)
MELOXICAM    CAP 10MG,68180-0189-06,CAPS,10MG,LUPIN PHRM,174,931.56,0:00:00,03-21-24,1722357,Oral Medication,Oral Steroid (CAP)
CELECOXIB    CAP 200MG,69367-0302-05,CAPS,200MG,WESTMINST,11.19,3790.68,11-22-24,09-18-24,205323,Oral Medication,Oral Steroid (CAP)
CELECOXIB    CAP 100MG,33342-0156-15,CAPS,100MG,MACLEODS,13.65,2308,0:00:00,11-05-24,205322,Oral Medication,Oral Steroid (CAP)
TOLMETIN SOD CAP 400MG,71993-0309-30,CAPS,400MG,ATLAND PHA,425,1333.2,0:00:00,11-23-24,198296,Oral Medication,Oral Steroid (CAP)
FENOPROFEN   CAP 400MG,71993-0308-90,CAPS,400MG,ATLAND PHA,375,987.6,0:00:00,04-08-24,858116,Oral Medication,Oral Steroid (CAP)
CELECOXIB    CAP 100MG,69367-0301-05,CAPS,100MG,WESTMINST,13.98,2311.07,0:00:00,04-08-24,205322,Oral Medication,Oral Steroid (CAP)
NAPROXEN     TAB 500MG,50228-0436-05,TABS,500MG,SCIEGEN PH,18.92,570.17,0:00:00,01-26-22,198014,STEROIDS (TABS),Oral Steroid (TAB)
MELOXICAM    TAB 7.5MG,68382-0050-01,TABS,7.5MG,ZYDUS PHAR,7.95,316.87,0:00:00,04-08-24,311486,STEROIDS (TABS),Oral Steroid (TAB)
DICLO/MISOPR TAB 50-0.2MG,65162-0436-06,TBEC,50-0.2MG,AMNEAL,37.9,485.38,0:00:00,01-26-22,857706,Oral Medication,Oral Steroid (TAB)
SULINDAC     TAB 150MG,00591-5661-05,TABS,150MG,ACTAVIS PH,37.99,491.01,0:00:00,01-26-22,198238,STEROIDS (TABS),Oral Steroid (TAB)
DICLOFENAC   TAB 75MG DR,61442-0103-10,TBEC,75MG DR,CARLSBAD,50.5,1123.02,0:00:00,01-26-22,855926,Oral Medication,Oral Steroid (TAB)
DICLOFENAC   TAB 25MG,69292-0548-30,TABS,25MG,AMICI PHAR,250,1033.55,0:00:00,08-02-24,857702,STEROIDS (TABS),Oral Steroid (TAB)
DICLOFENAC   TAB 50MG DR,16571-0202-11,TBEC,50MG DR,PACK PHARM,26.99,1472.33,0:00:00,01-26-22,855906,Oral Medication,Oral Steroid (TAB)
NAPROXEN SOD TAB 550MG,50228-0433-05,TABS,550MG,SCIEGEN PH,0,1782.67,0:00:00,03-26-21,849431,STEROIDS (TABS),Oral Steroid (TAB)
PREDNISONE   TAB 10MG,64380-0784-06,TABS,10MG,,3.64,24.28,0:00:00,11-06-23,198145,STEROIDS (TABS),Oral Steroid (TAB)
NAPROXEN SOD TAB 275MG,50228-0432-05,TABS,275MG,SCIEGEN PH,9,1145,0:00:00,01-26-22,849398,STEROIDS (TABS),Oral Steroid (TAB)
MELOXICAM    TAB 7.5MG,29300-0124-10,TABS,7.5MG,UNICHEM,10,3168.7,0:00:00,03-21-24,311486,STEROIDS (TABS),Oral Steroid (TAB)
NAPROXEN     TAB 375MG,49483-0617-50,TABS,375MG,TIME-CAP,15.95,496.75,0:00:00,01-26-22,198012,STEROIDS (TABS),Oral Steroid (TAB)
SUMAT-NAPROX TAB 85-500MG,65862-0928-36,TABS,85-500MG,AUROBINDO,99,900.91,0:00:00,03-11-21,849450,STEROIDS (TABS),Oral Steroid (TAB)
DICLOFEN POT TAB 50MG,50742-0279-01,TABS,50MG,INGENUS PH,4.31,275,06-25-24,08-29-24,855942,STEROIDS (TABS),Oral Steroid (TAB)
DICLOFENAC   TAB 25MG,15370-0185-30,TABS,25MG,CARWIN,227,1140,0:00:00,01-29-24,857702,STEROIDS (TABS),Oral Steroid (TAB)
NAPROX-ESOM  TAB 500-20MG,55111-0701-60,TBEC,500-20MG,DR.REDDY'S,459.95,2680.78,0:00:00,01-26-22,994008,Oral Medication,Oral Steroid (TAB)
DICLOFENAC   TAB 50MG DR,61442-0102-01,TBEC,50MG DR,CARLSBAD,4.34,100.93,01-18-24,01-12-24,855906,Oral Medication,Oral Steroid (TAB)
NAPROX-ESOM  TAB 500-20MG,55111-0701-60,TBEC,500-20MG,DR.REDDY'S,459.95,2680.78,0:00:00,01-26-22,994008,Oral Medication,Oral Steroid (TAB)
DICLOFENAC   TAB 25MG,73352-0086-30,TABS,25MG,TRIFLUENT,220,1140,10-28-24,09-04-24,857702,STEROIDS (TABS),Oral Steroid (TAB)
DICLOFENAC   TAB 25MG,74157-0007-60,TABS,25MG,INA PHARMA,469.99,2340,0:00:00,07-19-23,857702,STEROIDS (TABS),Oral Steroid (TAB)
DOLOBID      TAB 250MG,74157-0009-60,TABS,250MG,INA PHARMA,1400,3006,0:00:00,10-28-24,105823,STEROIDS (TABS),Oral Steroid (TAB)
TOLECTIN 600 TAB 600MG,50991-0988-30,TABS,600MG,POLY ,599,1187.87,0:00:00,07-03-24,208048,STEROIDS (TABS),Oral Steroid (TAB)
NABUMETONE   TAB 500MG,69367-0241-05,TABS,500MG,WESTMINST,61.5,687.96,0:00:00,01-26-22,311892,STEROIDS (TABS),Oral Steroid (TAB)
LACTEROL     CAP,59088-0179-54,CAPS,,PURE TEK,499,1962,0:00:00,08-23-21,2530677,Oral Medication,Oral Supplement (CAP)
DERMACINRX   CAP PROBITRA,59088-0183-54,CAPS,PROBITRA,PURE TEK,550,1962,09-10-21,06-30-21,379823,Oral Medication,Oral Supplement (CAP)
FOLITE       TAB,50991-0977-30,TABS,,POLY ,0,1790.53,0:00:00,09-14-23,2174507,SUPPLEMENT (FOLATE) (TABS),Oral Supplement (Folate) (TAB)
FOLIC ACID   TAB 1MG,11534-0165-03,TABS,1MG,SUNRISE PH,12.5,76.8,04-22-22,08-25-21,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,51293-0846-10,TABS,1MG,ECI PHARMA,11.86,78,10-30-23,04-19-22,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,11534-0165-03,TABS,1MG,SUNRISE PH,12.5,76.8,04-22-22,08-25-21,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,51293-0846-10,TABS,1MG,ECI PHARMA,11.86,78,10-30-23,04-19-22,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,11534-0165-03,TABS,1MG,SUNRISE PH,12.5,76.8,04-22-22,08-25-21,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,0:00:00,10-13-23,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,0:00:00,10-13-23,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,51293-0846-10,TABS,1MG,ECI PHARMA,11.86,78,10-30-23,04-19-22,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,0:00:00,10-13-23,310410,SUPPLEMENT (FOLIC ACID) (TABS),Oral Supplement (Folic Acid) (TAB)
FOLITIN-Z    TAB,59088-0181-58,TABS,,PURE TEK,475,1740,0:00:00,08-23-21,405770,SUPPLEMENT (FOLITIN-Z) (TABS),Oral Supplement (Folitin-Z) (TAB)
LIOTHYRONINE TAB 25MCG,62756-0590-88,TABS,25MCG,SUN PHARMA,28.11,104.07,0:00:00,08-23-21,903697,SUPPLEMENT (TABS),Oral Supplement (TAB)
MULTITAM     TAB,59088-0525-54,TABS,,PURE TEK,525,2250,0:00:00,09-14-23,2589691,SUPPLEMENT (TABS),Oral Supplement (TAB)
DAVIMET/FLUO CHW 0.75MG,59088-0170-54,CHEW,0.75MG,PURE TEK,675,2350,0:00:00,09-13-24,379823,OTHER (CHEW),Other (CHEW) (CHEW)
DERMACINRX   KIT PRIZOPAK,59088-0873-00,KIT,PRIZOPAK,PURE TEK,0,2025,0:00:00,11-01-21,197877,OTHER (KIT),Other (KIT) (KIT)
compound,00000-0001-00,,,,20,143,12-16-22,09-26-22,,OTHER (NAN),Other (NAN) (NAN)
XRYLIX       PAK,59088-0365-00,THPK,,PURE TEK,1225,4961.96,0:00:00,08-23-21,857700,OTHER (THPK),Other (THPK) (THPK)
DERMACINRX   PAK ZRM,59088-0805-00,THPK,ZRM,PURE TEK,1200,3497.1,0:00:00,08-23-21,898723,OTHER (THPK),Other (THPK) (THPK)
DERMACINRX   PAK LEXITRAL,59088-0343-00,THPK,LEXITRAL,PURE TEK,0,4686.16,0:00:00,11-01-21,197311,OTHER (THPK),Other (THPK) (THPK)
DERMALID     PAK,72275-0732-77,THPK,,PRIMARY PH,350,1875,0:00:00,06-25-21,1745091,OTHER (THPK),Other (THPK) (THPK)
DICLOTREX    PAK,59088-0716-00,THPK,,PURE TEK,1050,4091,0:00:00,08-23-21,898723,OTHER (THPK),Other (THPK) (THPK)
DERMACINRX   PAK PHN,59088-0807-00,THPK,PHN,PURE TEK,0,3485.5,0:00:00,11-01-21,197311,OTHER (THPK),Other (THPK) (THPK)
LIDOPURE     KIT 5%,59088-0712-00,KIT,5%,PURE TEK,0,1406.25,0:00:00,11-01-21,1745091,PAIN RELIEF (KIT),Pain Relief (KIT) (KIT)
LIDOCAINE/HC KIT 3%-0.5%,13925-0165-20,KIT,3%-0.5%,SETON PHAR,0,358.7,0:00:00,03-04-21,1012235,PAIN RELIEF (KIT),Pain Relief (KIT) (KIT)
EMPRICAINE   KIT II,59088-0759-00,KIT,II,PURE TEK,359,2275,0:00:00,08-23-21,197877,PAIN RELIEF (KIT),Pain Relief (KIT) (KIT)
LIDOCAINE    PAD 5%,00591-3525-30,PTCH,5%,,42.99,280.81,0:00:00,03-22-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,59088-0396-54,PTCH,5%,PURE TEK,0,1494.1,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,00591-3525-30,PTCH,5%,,42.99,280.81,0:00:00,03-22-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,59088-0396-54,PTCH,5%,PURE TEK,0,1494.1,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,59088-0396-54,PTCH,5%,PURE TEK,0,1494.1,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,65162-0791-08,PTCH,5%,AMNEAL,38.49,308.27,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,00591-3525-30,PTCH,5%,,42.99,280.81,0:00:00,03-22-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,65162-0791-08,PTCH,5%,AMNEAL,38.49,308.27,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
LIDOCAINE    PAD 5%,65162-0791-08,PTCH,5%,AMNEAL,38.49,308.27,0:00:00,11-04-21,1745091,PAIN RELIEF (PTCH),Pain Relief (PTCH) (PTCH)
TRUELYTE     SOL,83035-1710-05,SOLN,,SINGULAR D,0,40.42,0:00:00,02-29-24,95394,REHYDRATION (SOLN),Rehydration (SOLN) (SOLN)
ADAPALENE    PAD 0.1%SWAB,49908-0118-14,PADS,0.1%SWAB,ROCHESTER,585,1470,0:00:00,04-08-24,798061,RETINOIDS: EXFOLIANT (PADS),Retinoid (PADS) (PADS)
SPINOSAD     SUS 0.9%,28595-0570-04,SUSP,0.90%,ALLEGIS,262.82,317.29,0:00:00,10-19-21,1085816,SCABICIDE (SUSP),Scabicide (SUSP) (SUSP)
NATROBA      SUS 0.9%,52246-0929-04,SUSP,0.90%,PARAPRO,290.27,331.74,0:00:00,12-02-23,1085820,SCABICIDE (SUSP),Scabicide (SUSP) (SUSP)
BREO ELLIPTA INH 100-25,00173-0859-10,AEPB,100-25,GLAXOSMITH,372.32,488.66,0:00:00,01-06-24,1539893,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
WIXELA INHUB AER 250/50,00378-9321-32,AEPB,250/50,MYLAN,110,449.08,0:00:00,04-19-21,2110513,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
ADVAIR DISKU AER 100/50,00173-0695-00,AEPB,100/50,GLAXOSMITH,0,380.46,0:00:00,10-19-22,896185,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
FLUTIC/SALME AER 100/50,66993-0584-97,AEPB,100/50,PRASCO LAB,54.69,357.63,0:00:00,10-20-22,896184,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
FLUTIC/SALME AER 250/50,00054-0327-56,AEPB,250/50,HIKMA PHAR,72.88,449.08,0:00:00,10-20-22,896209,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
FLUTIC/SALME AER 100/50,00054-0326-56,AEPB,100/50,HIKMA PHAR,0,361.44,0:00:00,10-19-22,896184,STEROIDS (AEPB),Steroid (AEPB) (AEPB)
BUDES/FORMOT AER 160-4.5,00310-7370-20,AERO,160-4.5,PRASCO LAB,250,402.96,0:00:00,04-19-21,1246304,STEROIDS (AERO),Steroid (AERO) (AERO)
BUDES/FORMOT AER 80-4.5,00310-7372-20,AERO,80-4.5,PRASCO LAB,218,352.52,0:00:00,10-20-22,1246288,STEROIDS (AERO),Steroid (AERO) (AERO)
